B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDWI,NDVI,output1
0.0515,0.0788,0.1072,0.118,0.1603,0.242,0.262,0.275,0.2816,0.2331,0.274,0.202,-0.43903717,0.3994911,0
0.0627,0.0636,0.0937,0.0967,0.1283,0.1812,0.1911,0.2281,0.2042,0.131,0.215,0.1584,-0.41765073,0.40455666,0
0.0627,0.0491,0.0692,0.0627,0.1283,0.1812,0.1911,0.152,0.2042,0.131,0.215,0.1584,-0.37432185,0.41592917,0
0.0627,0.0491,0.0692,0.0627,0.1185,0.1591,0.1721,0.152,0.1729,0.131,0.1756,0.1379,-0.37432185,0.41592917,0
0.0627,0.0723,0.0921,0.1126,0.1185,0.1591,0.1721,0.186,0.1729,0.131,0.1756,0.1379,-0.33764833,0.24581382,0
0.0627,0.1144,0.129,0.1318,0.1408,0.1558,0.161,0.1776,0.1596,0.131,0.1739,0.1515,-0.15851274,0.14802845,0
0.0627,0.0963,0.1172,0.1296,0.1408,0.1558,0.161,0.1489,0.1596,0.131,0.1739,0.1515,-0.119128145,0.06929982,0
0.0627,0.1094,0.1312,0.1448,0.1408,0.1558,0.161,0.167,0.1596,0.131,0.1739,0.1515,-0.12005364,0.07119945,0
0.0627,0.0754,0.0991,0.1023,0.1408,0.1558,0.161,0.2019,0.1596,0.131,0.1739,0.1515,-0.34152824,0.32741618,0
0.0627,0.0466,0.0695,0.0642,0.1248,0.1523,0.1671,0.197,0.1886,0.131,0.1853,0.1429,-0.478424,0.5084227,0
0.0627,0.041,0.0594,0.0582,0.1248,0.1523,0.1671,0.1869,0.1886,0.131,0.1853,0.1429,-0.5176614,0.5250918,0
0.0627,0.0435,0.0619,0.0553,0.0852,0.1492,0.1648,0.1943,0.1818,0.131,0.1653,0.1065,-0.5167838,0.556891,0
0.0627,0.0435,0.0619,0.0553,0.0852,0.1492,0.1648,0.1943,0.1818,0.131,0.1653,0.1065,-0.5167838,0.556891,0
0.0417,0.0508,0.0647,0.056,0.0891,0.1396,0.1459,0.1916,0.1628,0.1591,0.1402,0.0913,-0.49512288,0.5476575,0
0.0417,0.0537,0.0702,0.0698,0.0891,0.1396,0.1459,0.1654,0.1628,0.1591,0.1402,0.0913,-0.40407467,0.4064626,0
0.0417,0.0667,0.0801,0.085,0.0983,0.1505,0.1682,0.1577,0.1767,0.1591,0.1566,0.1163,-0.32632464,0.29954678,0
0.0417,0.0727,0.0898,0.0857,0.0983,0.1505,0.1682,0.1869,0.1767,0.1591,0.1566,0.1163,-0.35092157,0.37123993,0
0.0282,0.0228,0.0436,0.0276,0.0681,0.1359,0.1435,0.2404,0.1768,0.211,0.1311,0.0778,-0.69295776,0.79402983,0
0.0282,0.0225,0.0419,0.0227,0.0681,0.1359,0.1435,0.2366,0.1768,0.211,0.1311,0.0778,-0.69910234,0.8249132,0
0.0282,0.0282,0.0445,0.0255,0.0617,0.1457,0.18,0.2786,0.187,0.211,0.114,0.0586,-0.7245435,0.832292,0
0.0282,0.0247,0.0419,0.0241,0.0617,0.1457,0.18,0.2386,0.187,0.211,0.114,0.0586,-0.70124775,0.81652075,0
0.0282,0.0247,0.0419,0.0241,0.0717,0.1923,0.2285,0.2386,0.26,0.211,0.1245,0.0634,-0.70124775,0.81652075,0
0.0282,0.0286,0.0439,0.0294,0.0717,0.1923,0.2285,0.2647,0.26,0.211,0.1245,0.0634,-0.71548927,0.800068,0
0.0415,0.0222,0.0408,0.0253,0.0811,0.2159,0.2404,0.2344,0.2744,0.1723,0.122,0.0633,-0.70348835,0.8051598,0
0.0415,0.0353,0.0488,0.0417,0.0811,0.2159,0.2404,0.1648,0.2744,0.1723,0.122,0.0633,-0.54307115,0.5961259,0
0.0415,0.0561,0.0681,0.068,0.0767,0.163,0.1929,0.1372,0.1927,0.1723,0.1189,0.0762,-0.33658063,0.33723193,0
0.0415,0.0626,0.0728,0.0755,0.0767,0.163,0.1929,0.1082,0.1927,0.1723,0.1189,0.0762,-0.19558008,0.17800763,0
0.0415,0.0618,0.0772,0.0809,0.1088,0.1343,0.1307,0.1576,0.1474,0.1723,0.1405,0.1201,-0.34241906,0.3215933,0
0.0415,0.1005,0.1194,0.122,0.1088,0.1343,0.1307,0.185,0.1474,0.1723,0.1405,0.1201,-0.21550591,0.20521173,0
0.0602,0.109,0.1286,0.14,0.1245,0.1417,0.1457,0.1674,0.1486,0.1439,0.169,0.1519,-0.13108109,0.089134686,0
0.0602,0.109,0.1286,0.14,0.1245,0.1417,0.1457,0.1674,0.1486,0.1439,0.169,0.1519,-0.13108109,0.089134686,0
0.0602,0.0984,0.1208,0.1198,0.1161,0.1202,0.1303,0.14,0.1317,0.1439,0.1623,0.144,-0.07361962,0.07775211,0
0.0602,0.0705,0.0816,0.089,0.1161,0.1202,0.1303,0.1268,0.1317,0.1439,0.1623,0.144,-0.21689057,0.17516218,0
0.0602,0.0783,0.0838,0.1018,0.117,0.1481,0.1625,0.1332,0.1563,0.1439,0.1705,0.1417,-0.22764976,0.13361703,0
0.0602,0.0688,0.0833,0.0915,0.117,0.1481,0.1625,0.1294,0.1563,0.1439,0.1705,0.1417,-0.21673718,0.17157085,0
0.0568,0.0762,0.0909,0.1042,0.117,0.1481,0.1625,0.1456,0.1563,0.1887,0.1705,0.1417,-0.23128968,0.16573262,0
0.0568,0.061,0.079,0.0865,0.117,0.1481,0.1625,0.1566,0.1563,0.1887,0.1705,0.1417,-0.32937178,0.28835872,0
0.0568,0.0412,0.0513,0.0505,0.1156,0.1528,0.173,0.1527,0.1653,0.1887,0.1741,0.1433,-0.49705884,0.50295275,0
0.0568,0.0297,0.0433,0.0389,0.1156,0.1528,0.173,0.1119,0.1653,0.1887,0.1741,0.1433,-0.4420103,0.4840849,0
0.0568,0.0297,0.0433,0.0389,0.0772,0.1185,0.1216,0.1119,0.1552,0.1887,0.1503,0.1115,-0.4420103,0.4840849,0
0.0568,0.033,0.0459,0.0422,0.0772,0.1185,0.1216,0.1117,0.1552,0.1887,0.1503,0.1115,-0.41751269,0.45159194,0
0.0502,0.0395,0.0458,0.0484,0.0705,0.105,0.1145,0.08,0.1393,0.1943,0.1319,0.0963,-0.2718601,0.24610591,0
0.0502,0.0469,0.0566,0.0557,0.0705,0.105,0.1145,0.0924,0.1393,0.1943,0.1319,0.0963,-0.24026845,0.24780554,0
0.0502,0.0747,0.0805,0.0852,0.0754,0.1288,0.1429,0.1467,0.1356,0.1943,0.1237,0.0872,-0.29137322,0.26520053,0
0.0502,0.0633,0.0795,0.0794,0.0754,0.1288,0.1429,0.1293,0.1356,0.1943,0.1237,0.0872,-0.23850575,0.23909916,0
0.0502,0.0279,0.0404,0.0345,0.0787,0.1365,0.1561,0.1731,0.1624,0.1943,0.1271,0.0882,-0.6215457,0.6676301,0
0.0502,0.0328,0.0469,0.0409,0.0787,0.1365,0.1561,0.1733,0.1624,0.1943,0.1271,0.0882,-0.5740236,0.61811393,0
0.0647,0.044,0.0631,0.0585,0.0955,0.1597,0.1828,0.1877,0.1697,0.1946,0.1475,0.1036,-0.4968102,0.52477664,0
0.0647,0.044,0.0631,0.0585,0.0955,0.1597,0.1828,0.1877,0.1697,0.1946,0.1475,0.1036,-0.4968102,0.52477664,0
0.0647,0.0663,0.0919,0.0874,0.115,0.1446,0.168,0.193,0.1777,0.1946,0.1678,0.1377,-0.35486138,0.37660488,0
0.0647,0.0579,0.0642,0.0665,0.115,0.1446,0.168,0.1485,0.1777,0.1946,0.1678,0.1377,-0.39633286,0.38139534,0
0.0647,0.0521,0.0727,0.07,0.1651,0.2273,0.2272,0.1356,0.2322,0.1946,0.2115,0.1727,-0.3019683,0.31906614,0
0.0647,0.1126,0.125,0.1506,0.1651,0.2273,0.2272,0.1991,0.2322,0.1946,0.2115,0.1727,-0.22863315,0.13869031,0
0.0647,0.1332,0.1764,0.1976,0.1651,0.2273,0.2272,0.2947,0.2322,0.1946,0.2115,0.1727,-0.2511144,0.19723743,0
0.0647,0.1256,0.1542,0.173,0.1651,0.2273,0.2272,0.2792,0.2322,0.1946,0.2115,0.1727,-0.28841713,0.23485184,0
0.0647,0.1246,0.1462,0.166,0.1858,0.2243,0.2172,0.2222,0.2597,0.1946,0.2236,0.1885,-0.20629752,0.14477077,0
0.0647,0.1136,0.1356,0.1564,0.1858,0.2243,0.2172,0.205,0.2597,0.1946,0.2236,0.1885,-0.20375806,0.13447705,0
0.0647,0.1136,0.1356,0.1564,0.1381,0.1957,0.2112,0.205,0.235,0.1946,0.2254,0.1828,-0.20375806,0.13447705,0
0.0647,0.076,0.0907,0.0933,0.1381,0.1957,0.2112,0.1991,0.235,0.1946,0.2254,0.1828,-0.37405106,0.36183313,0
0.0751,0.0589,0.0763,0.0874,0.1776,0.2487,0.244,0.2442,0.2427,0.1839,0.2493,0.2089,-0.523869,0.47285888,0
0.0751,0.0702,0.0769,0.1598,0.1776,0.2487,0.244,0.2518,0.2427,0.1839,0.2493,0.2089,-0.53209615,0.223518,0
0.0751,0.1396,0.1418,0.1914,0.1799,0.188,0.1961,0.2404,0.2094,0.1839,0.2457,0.2071,-0.2579801,0.11347845,0
0.0751,0.1332,0.1508,0.1604,0.1799,0.188,0.1961,0.1829,0.2094,0.1839,0.2457,0.2071,-0.09619416,0.06554032,0
0.0751,0.0563,0.0752,0.0835,0.1003,0.1206,0.1404,0.1398,0.1498,0.1839,0.2229,0.1808,-0.3004651,0.2521272,0
0.0751,0.0522,0.0696,0.0835,0.1003,0.1206,0.1404,0.165,0.1498,0.1839,0.2229,0.1808,-0.40664962,0.32796782,0
0.0614,0.057,0.0764,0.0936,0.1149,0.1576,0.1591,0.1798,0.1816,0.1724,0.2376,0.2009,-0.40359098,0.31528896,0
0.0614,0.057,0.0764,0.0936,0.1149,0.1576,0.1591,0.1798,0.1816,0.1724,0.2376,0.2009,-0.40359098,0.31528896,0
0.0614,0.0649,0.0803,0.0881,0.1009,0.2387,0.2743,0.1807,0.2905,0.1724,0.1943,0.1413,-0.3846743,0.34449404,0
0.0614,0.0606,0.0749,0.0695,0.1009,0.2387,0.2743,0.1757,0.2905,0.1724,0.1943,0.1413,-0.4022346,0.4331158,0
0.0614,0.0428,0.0635,0.043,0.0828,0.2209,0.2282,0.26,0.2314,0.1724,0.1455,0.0955,-0.60741884,0.7161716,0
0.0614,0.0313,0.0596,0.0339,0.0828,0.2209,0.2282,0.2921,0.2314,0.1724,0.1455,0.0955,-0.6610748,0.79202455,0
0.0603,0.0435,0.0589,0.0487,0.0828,0.2209,0.2282,0.1991,0.2314,0.1669,0.1455,0.0955,-0.54341084,0.6069411,0
0.0603,0.0694,0.0835,0.0921,0.0828,0.2209,0.2282,0.1691,0.2314,0.1669,0.1455,0.0955,-0.3388757,0.29479325,0
0.0603,0.0834,0.1112,0.1166,0.1077,0.1257,0.1407,0.1781,0.1571,0.1669,0.1619,0.1379,-0.23124786,0.20868681,0
0.0603,0.0625,0.07,0.0722,0.1077,0.1257,0.1407,0.1315,0.1571,0.1669,0.1619,0.1379,-0.30521095,0.2911144,0
0.0603,0.0625,0.07,0.0722,0.0894,0.103,0.1126,0.1315,0.13,0.1669,0.1604,0.1353,-0.30521095,0.2911144,0
0.0603,0.0458,0.0628,0.0651,0.0894,0.103,0.1126,0.0885,0.13,0.1669,0.1604,0.1353,-0.16986123,0.15234376,0
0.0737,0.0451,0.0458,0.0488,0.0703,0.0892,0.1035,0.0833,0.1176,0.168,0.1608,0.135,-0.2904725,0.2611658,0
0.0737,0.0536,0.0651,0.0722,0.0703,0.0892,0.1035,0.1202,0.1176,0.168,0.1608,0.135,-0.29735565,0.24948025,0
0.0737,0.0519,0.0599,0.0621,0.0919,0.1313,0.1285,0.1788,0.1542,0.168,0.1638,0.1305,-0.4981148,0.48443338,0
0.0737,0.0467,0.0597,0.0579,0.0919,0.1313,0.1285,0.1659,0.1542,0.168,0.1638,0.1305,-0.4707447,0.48257375,0
0.0737,0.0693,0.0852,0.0968,0.1225,0.153,0.1811,0.1908,0.188,0.168,0.1921,0.1495,-0.3826087,0.32684284,0
0.0737,0.0807,0.107,0.116,0.1225,0.153,0.1811,0.2299,0.188,0.168,0.1921,0.1495,-0.36479667,0.32928595,0
0.0633,0.0807,0.1082,0.114,0.1401,0.2096,0.2275,0.2689,0.2458,0.2166,0.2364,0.1699,-0.42614692,0.40454426,0
0.0633,0.0807,0.1082,0.114,0.1401,0.2096,0.2275,0.2689,0.2458,0.2166,0.2364,0.1699,-0.42614692,0.40454426,0
0.0633,0.075,0.1054,0.1044,0.1423,0.2172,0.2433,0.3117,0.275,0.2166,0.2541,0.1759,-0.49460557,0.49819753,0
0.0633,0.0766,0.1076,0.1044,0.1423,0.2172,0.2433,0.3173,0.275,0.2166,0.2541,0.1759,-0.49352786,0.50486124,0
0.0633,0.0778,0.1058,0.11,0.1169,0.2003,0.2335,0.2828,0.262,0.2166,0.2329,0.153,-0.4554812,0.43991852,0
0.0633,0.0599,0.0864,0.0898,0.1169,0.2003,0.2335,0.2546,0.262,0.2166,0.2329,0.153,-0.4932551,0.47851333,0
0.0432,0.0511,0.0747,0.0713,0.1169,0.2003,0.2335,0.2509,0.262,0.2077,0.2329,0.153,-0.5411548,0.55741775,0
0.0432,0.0541,0.0763,0.0781,0.1169,0.2003,0.2335,0.2749,0.262,0.2077,0.2329,0.153,-0.5654897,0.55750704,0
0.0432,0.0675,0.0919,0.0969,0.112,0.1929,0.2239,0.273,0.2533,0.2077,0.2011,0.1323,-0.49630037,0.4760746,0
0.0432,0.065,0.0857,0.0918,0.112,0.1929,0.2239,0.2347,0.2533,0.2077,0.2011,0.1323,-0.4650437,0.4376723,0
0.0432,0.065,0.0857,0.0918,0.102,0.188,0.2131,0.2347,0.2279,0.2077,0.1812,0.1221,-0.4650437,0.4376723,0
0.0432,0.0526,0.0698,0.0703,0.102,0.188,0.2131,0.1688,0.2279,0.2077,0.1812,0.1221,-0.4149204,0.41196153,0
0.0515,0.0562,0.0717,0.0741,0.1175,0.1943,0.2134,0.2194,0.2284,0.2331,0.2008,0.1331,-0.5073858,0.4950596,0
0.0515,0.0688,0.0929,0.0955,0.1175,0.1943,0.2134,0.2402,0.2284,0.2331,0.2008,0.1331,-0.44220954,0.4310396,0
0.0515,0.067,0.0969,0.0971,0.1358,0.2217,0.2551,0.2829,0.2632,0.2331,0.2462,0.1732,-0.48973143,0.4889474,0
0.0515,0.0705,0.1036,0.1006,0.1358,0.2217,0.2551,0.3016,0.2632,0.2331,0.2462,0.1732,-0.48864758,0.4997514,0
0.0515,0.074,0.1062,0.1058,0.1603,0.242,0.262,0.2961,0.2816,0.2331,0.274,0.202,-0.47203577,0.47350085,0
0.0515,0.0819,0.1112,0.1196,0.1603,0.242,0.262,0.2773,0.2816,0.2331,0.274,0.202,-0.42754185,0.3973293,0
0.0627,0.0734,0.0954,0.1042,0.1283,0.1812,0.1911,0.212,0.2042,0.131,0.215,0.1584,-0.37931034,0.34092346,0
0.0627,0.068,0.0728,0.0742,0.1283,0.1812,0.1911,0.1648,0.2042,0.131,0.215,0.1584,-0.3872054,0.37907952,0
0.0627,0.068,0.0728,0.0742,0.1185,0.1591,0.1721,0.1648,0.1729,0.131,0.1756,0.1379,-0.3872054,0.37907952,0
0.0627,0.0954,0.1022,0.1238,0.1185,0.1591,0.1721,0.1926,0.1729,0.131,0.1756,0.1379,-0.30664855,0.21744625,0
0.0627,0.1104,0.1258,0.1324,0.1408,0.1558,0.161,0.1663,0.1596,0.131,0.1739,0.1515,-0.13865115,0.11349177,0
0.0627,0.1009,0.1174,0.1326,0.1408,0.1558,0.161,0.1531,0.1596,0.131,0.1739,0.1515,-0.13197783,0.071753606,0
0.0627,0.0938,0.1138,0.1236,0.1408,0.1558,0.161,0.1518,0.1596,0.131,0.1739,0.1515,-0.14307232,0.10239654,0
0.0627,0.0444,0.0627,0.065,0.1408,0.1558,0.161,0.1635,0.1596,0.131,0.1739,0.1515,-0.4456233,0.4310722,0
0.0627,0.041,0.056,0.0534,0.1248,0.1523,0.1671,0.1663,0.1886,0.131,0.1853,0.1429,-0.49617633,0.5138826,0
0.0627,0.044,0.0584,0.0591,0.1248,0.1523,0.1671,0.1704,0.1886,0.131,0.1853,0.1429,-0.48951048,0.48496732,0
0.0627,0.0535,0.0734,0.0689,0.0852,0.1492,0.1648,0.1843,0.1818,0.131,0.1653,0.1065,-0.4303454,0.45576623,0
0.0627,0.0535,0.0734,0.0689,0.0852,0.1492,0.1648,0.1843,0.1818,0.131,0.1653,0.1065,-0.4303454,0.45576623,0
0.0417,0.0356,0.0543,0.0456,0.0891,0.1396,0.1459,0.1548,0.1628,0.1591,0.1402,0.0913,-0.4806313,0.5449102,0
0.0417,0.0401,0.0567,0.052,0.0891,0.1396,0.1459,0.1761,0.1628,0.1591,0.1402,0.0913,-0.5128866,0.54405963,0
0.0417,0.0568,0.0801,0.0699,0.0983,0.1505,0.1682,0.2056,0.1767,0.1591,0.1566,0.1163,-0.43927196,0.492559,0
0.0417,0.0498,0.073,0.0641,0.0983,0.1505,0.1682,0.2105,0.1767,0.1591,0.1566,0.1163,-0.48500884,0.5331391,0
0.0499,0.0448,0.0552,0.0483,0.0888,0.164,0.2038,0.2165,0.2054,0.1357,0.1365,0.0891,-0.5936695,0.6351964,0
0.0499,0.0228,0.0379,0.0291,0.0888,0.164,0.2038,0.2086,0.2054,0.1357,0.1365,0.0891,-0.6924949,0.75515354,0
0.0499,0.0225,0.0383,0.026,0.0574,0.1737,0.2081,0.2024,0.2314,0.1357,0.1144,0.057,-0.6817615,0.7723293,0
0.0499,0.0237,0.0376,0.0241,0.0574,0.1737,0.2081,0.1849,0.2314,0.1357,0.1144,0.057,-0.6620225,0.769378,0
0.0499,0.0237,0.0376,0.0241,0.0696,0.1843,0.23,0.1849,0.2398,0.1357,0.1121,0.0581,-0.6620225,0.769378,0
0.0499,0.0264,0.0404,0.0278,0.0696,0.1843,0.23,0.2262,0.2398,0.1357,0.1121,0.0581,-0.69692427,0.78110236,0
0.0609,0.0236,0.0383,0.0251,0.0702,0.1467,0.1613,0.1324,0.1766,0.112,0.114,0.0712,-0.5512595,0.6812698,0
0.0609,0.0611,0.067,0.0759,0.0702,0.1467,0.1613,0.1187,0.1766,0.112,0.114,0.0712,-0.27840602,0.21993831,0
0.0609,0.0635,0.0844,0.0776,0.0905,0.1153,0.1085,0.1093,0.1203,0.112,0.1171,0.0977,-0.12854932,0.16960941,0
0.0609,0.0559,0.0661,0.0672,0.0905,0.1153,0.1085,0.0952,0.1203,0.112,0.1171,0.0977,-0.18040918,0.17241383,0
0.0609,0.101,0.1012,0.119,0.1227,0.1112,0.1429,0.1406,0.1315,0.112,0.1558,0.1398,-0.16294457,0.0832049,0
0.0609,0.136,0.1594,0.1782,0.1227,0.1112,0.1429,0.2119,0.1315,0.112,0.1558,0.1398,-0.14139509,0.08638808,0
0.0643,0.1166,0.1302,0.147,0.0989,0.1065,0.1135,0.1772,0.118,0.1286,0.1485,0.1296,-0.15289527,0.09315239,0
0.0643,0.1166,0.1302,0.147,0.0989,0.1065,0.1135,0.1772,0.118,0.1286,0.1485,0.1296,-0.15289527,0.09315239,0
0.0643,0.0853,0.0953,0.1152,0.1069,0.1194,0.1153,0.132,0.1414,0.1286,0.1545,0.1324,-0.16146064,0.06796117,0
0.0643,0.0693,0.0962,0.1018,0.1069,0.1194,0.1153,0.1374,0.1414,0.1286,0.1545,0.1324,-0.17636989,0.14882943,0
0.0643,0.0852,0.1098,0.1156,0.1325,0.1661,0.1811,0.1527,0.2214,0.1286,0.1895,0.1558,-0.16342857,0.13827808,0
0.0643,0.0705,0.0849,0.0935,0.1325,0.1661,0.1811,0.1654,0.2214,0.1286,0.1895,0.1558,-0.32161406,0.2777134,0
0.0576,0.0678,0.0802,0.0883,0.1325,0.1661,0.1811,0.1628,0.2214,0.1557,0.1895,0.1558,-0.3399177,0.29669455,0
0.0576,0.1007,0.1134,0.1202,0.1325,0.1661,0.1811,0.1544,0.2214,0.1557,0.1895,0.1558,-0.15309936,0.12454481,0
0.0576,0.0864,0.1054,0.1188,0.1494,0.1833,0.1881,0.1742,0.1981,0.1557,0.1978,0.1731,-0.2460658,0.1890785,0
0.0576,0.0492,0.07,0.0713,0.1494,0.1833,0.1881,0.1578,0.1981,0.1557,0.1978,0.1731,-0.3854258,0.3775644,0
0.0576,0.0492,0.07,0.0713,0.1247,0.1543,0.1688,0.1578,0.174,0.1557,0.1771,0.1508,-0.3854258,0.3775644,0
0.0576,0.037,0.0472,0.0494,0.1247,0.1543,0.1688,0.1386,0.174,0.1557,0.1771,0.1508,-0.49192682,0.47446808,0
0.0608,0.0348,0.044,0.0439,0.0972,0.1338,0.1621,0.1076,0.1832,0.1964,0.1693,0.1331,-0.4195251,0.42046204,0
0.0608,0.0316,0.0433,0.0385,0.0972,0.1338,0.1621,0.1208,0.1832,0.1964,0.1693,0.1331,-0.47227302,0.5166353,0
0.0608,0.041,0.0525,0.0495,0.0893,0.1475,0.1615,0.1526,0.1904,0.1964,0.1715,0.1287,-0.48805463,0.5101435,0
0.0608,0.0401,0.0543,0.0495,0.0893,0.1475,0.1615,0.1038,0.1904,0.1964,0.1715,0.1287,-0.31309298,0.35420743,0
0.0608,0.0384,0.0435,0.0449,0.1122,0.1499,0.1603,0.1173,0.1961,0.1964,0.1661,0.1343,-0.45895523,0.4463625,0
0.0608,0.0505,0.0584,0.0556,0.1122,0.1499,0.1603,0.1471,0.1961,0.1964,0.1661,0.1343,-0.43163016,0.45140603,0
0.0696,0.07,0.0887,0.0869,0.1155,0.1512,0.168,0.2215,0.1788,0.2473,0.1794,0.1438,-0.4281109,0.43644616,0
0.0696,0.07,0.0887,0.0869,0.1155,0.1512,0.168,0.2215,0.1788,0.2473,0.1794,0.1438,-0.4281109,0.43644616,0
0.0696,0.0822,0.1009,0.1058,0.1599,0.1883,0.193,0.2045,0.2105,0.2473,0.2157,0.1881,-0.33922726,0.31807926,0
0.0696,0.0626,0.0803,0.0813,0.1599,0.1883,0.193,0.1915,0.2105,0.2473,0.2157,0.1881,-0.4091243,0.40395895,0
0.0696,0.111,0.1322,0.141,0.1681,0.2315,0.2397,0.2238,0.2598,0.2473,0.2402,0.186,-0.25730336,0.22697368,0
0.0696,0.1372,0.1608,0.1792,0.1681,0.2315,0.2397,0.2443,0.2598,0.2473,0.2402,0.186,-0.20612195,0.15371901,0
0.0696,0.0943,0.1376,0.1432,0.1681,0.2315,0.2397,0.2824,0.2598,0.2473,0.2402,0.186,-0.3447619,0.3270677,0
0.0696,0.075,0.1042,0.1204,0.1681,0.2315,0.2397,0.2878,0.2598,0.2473,0.2402,0.186,-0.46836737,0.41009313,0
0.0696,0.0903,0.1162,0.1408,0.1432,0.1886,0.2165,0.2344,0.2134,0.2473,0.2247,0.18,-0.33713636,0.24946696,0
0.0696,0.106,0.1274,0.1488,0.1432,0.1886,0.2165,0.1843,0.2134,0.2473,0.2247,0.18,-0.18254735,0.10657462,0
0.0696,0.106,0.1274,0.1488,0.1431,0.1589,0.1618,0.1843,0.179,0.2473,0.216,0.1955,-0.18254735,0.10657462,0
0.0696,0.11,0.1394,0.1352,0.1431,0.1589,0.1618,0.1998,0.179,0.2473,0.216,0.1955,-0.17806602,0.19283584,0
0.0623,0.0885,0.1094,0.1134,0.1308,0.1847,0.2043,0.233,0.2208,0.1603,0.2227,0.1862,-0.36098132,0.3452656,0
0.0623,0.0705,0.0926,0.0974,0.1308,0.1847,0.2043,0.2739,0.2208,0.1603,0.2227,0.1862,-0.4946794,0.47535685,0
0.0623,0.0814,0.1019,0.105,0.1299,0.1632,0.1678,0.2474,0.1842,0.1603,0.208,0.1697,-0.4165474,0.4040863,0
0.0623,0.0899,0.105,0.121,0.1299,0.1632,0.1678,0.1566,0.1842,0.1603,0.208,0.1697,-0.19724771,0.12824208,0
0.0623,0.0499,0.0675,0.0819,0.0885,0.096,0.1116,0.1438,0.1325,0.1603,0.1995,0.1594,-0.36109796,0.27425787,0
0.0623,0.044,0.0588,0.0756,0.0885,0.096,0.1116,0.1478,0.1325,0.1603,0.1995,0.1594,-0.4307841,0.3231871,0
0.0493,0.0425,0.0653,0.0759,0.0879,0.1156,0.1355,0.1781,0.1682,0.1382,0.2005,0.1511,-0.46343467,0.4023622,0
0.0493,0.0425,0.0653,0.0759,0.0879,0.1156,0.1355,0.1781,0.1682,0.1382,0.2005,0.1511,-0.46343467,0.4023622,0
0.0493,0.0513,0.0737,0.0791,0.0967,0.1361,0.1582,0.202,0.1823,0.1382,0.1764,0.1385,-0.4653609,0.43721098,0
0.0493,0.0583,0.0757,0.0803,0.0967,0.1361,0.1582,0.172,0.1823,0.1382,0.1764,0.1385,-0.38877675,0.3634562,0
0.0493,0.0521,0.0645,0.0715,0.0869,0.1365,0.1404,0.1584,0.1752,0.1382,0.1646,0.1258,-0.42126516,0.3779904,0
0.0493,0.0456,0.0492,0.0534,0.0869,0.1365,0.1404,0.155,0.1752,0.1382,0.1646,0.1258,-0.5181195,0.487524,0
0.0465,0.0512,0.0634,0.0647,0.0869,0.1365,0.1404,0.1527,0.1752,0.1579,0.1646,0.1258,-0.41323462,0.40478382,0
0.0465,0.0499,0.0664,0.0664,0.0869,0.1365,0.1404,0.1434,0.1752,0.1579,0.1646,0.1258,-0.3670162,0.3670162,0
0.0465,0.0497,0.057,0.0605,0.0795,0.1207,0.1509,0.1403,0.1592,0.1579,0.1601,0.1255,-0.42219973,0.3974104,0
0.0465,0.0446,0.0499,0.0502,0.0795,0.1207,0.1509,0.1105,0.1592,0.1579,0.1601,0.1255,-0.3778055,0.37523335,0
0.0465,0.0446,0.0499,0.0502,0.0751,0.1143,0.1209,0.1105,0.1261,0.1579,0.1562,0.1212,-0.3778055,0.37523335,0
0.0465,0.0416,0.0482,0.0541,0.0751,0.1143,0.1209,0.0863,0.1261,0.1579,0.1562,0.1212,-0.28327137,0.22934474,0
0.0502,0.0559,0.0664,0.0719,0.1009,0.1165,0.1342,0.1107,0.1489,0.2217,0.1791,0.1489,-0.25014114,0.21248628,0
0.0502,0.0542,0.0659,0.0706,0.1009,0.1165,0.1342,0.1372,0.1489,0.2217,0.1791,0.1489,-0.3510586,0.32050046,0
0.0502,0.0369,0.0479,0.0443,0.0791,0.1486,0.1704,0.1692,0.1843,0.2217,0.1521,0.0994,-0.5587287,0.5850117,0
0.0502,0.0375,0.0494,0.0456,0.0791,0.1486,0.1704,0.203,0.1843,0.2217,0.1521,0.0994,-0.6085578,0.63314563,0
0.0502,0.0595,0.0743,0.0807,0.1091,0.1691,0.1923,0.1888,0.2186,0.2217,0.1966,0.1399,-0.43519577,0.40111318,0
0.0502,0.0783,0.1076,0.1226,0.1091,0.1691,0.1923,0.2333,0.2186,0.2217,0.1966,0.1399,-0.36872983,0.31104243,0
0.0495,0.0729,0.1054,0.1094,0.1457,0.2253,0.2503,0.2743,0.2705,0.27,0.2622,0.1844,-0.44482487,0.42976287,0
0.0495,0.0729,0.1054,0.1094,0.1457,0.2253,0.2503,0.2743,0.2705,0.27,0.2622,0.1844,-0.44482487,0.42976287,0
0.0495,0.0714,0.0991,0.098,0.1638,0.2449,0.27,0.3106,0.2882,0.27,0.2851,0.1993,-0.5162314,0.52031326,0
0.0495,0.0837,0.1126,0.1164,0.1638,0.2449,0.27,0.3119,0.2882,0.27,0.2851,0.1993,-0.4694935,0.45645574,0
0.0495,0.0969,0.1224,0.13,0.1499,0.2211,0.2475,0.2977,0.2706,0.27,0.2639,0.1807,-0.41728157,0.39209726,0
0.0495,0.0878,0.1092,0.1168,0.1499,0.2211,0.2475,0.2796,0.2706,0.27,0.2639,0.1807,-0.43827158,0.41069624,0
