B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDWI,NDVI,output1
0.1022,0.1296,0.1628,0.1716,0.1902,0.1888,0.1951,0.2082,0.1979,0.1778,0.246,0.223,-0.12237196,0.096366495,0
0.1022,0.1242,0.1546,0.1632,0.1902,0.1888,0.1951,0.1969,0.1979,0.1778,0.246,0.223,-0.1203414,0.09358509,0
0.0929,0.1238,0.1534,0.1594,0.171,0.1724,0.1794,0.1921,0.1846,0.1355,0.2192,0.192,-0.112011574,0.09302988,0
0.0929,0.1264,0.15,0.1626,0.171,0.1724,0.1794,0.1924,0.1846,0.1355,0.2192,0.192,-0.12383174,0.08394366,0
0.0929,0.1242,0.1546,0.1648,0.1701,0.1723,0.1794,0.1874,0.1837,0.1355,0.2133,0.1849,-0.095906444,0.06416807,0
0.0929,0.1242,0.1546,0.1648,0.1701,0.1723,0.1794,0.1874,0.1837,0.1355,0.2133,0.1849,-0.095906444,0.06416807,0
0.0929,0.1204,0.1506,0.1616,0.1649,0.1687,0.1738,0.1866,0.1789,0.1355,0.2153,0.1815,-0.10676156,0.07179783,0
0.0929,0.1166,0.1456,0.1556,0.1649,0.1687,0.1738,0.1858,0.1789,0.1355,0.2153,0.1815,-0.12130354,0.0884593,0
0.0929,0.1148,0.1444,0.151,0.1831,0.187,0.1954,0.1876,0.1885,0.1355,0.234,0.2118,-0.13012049,0.108092174,0
0.0929,0.117,0.151,0.1586,0.1831,0.187,0.1954,0.1956,0.1885,0.1355,0.234,0.2118,-0.12867862,0.10446075,0
0.0929,0.1256,0.1688,0.1772,0.1831,0.187,0.1954,0.2078,0.1885,0.1355,0.234,0.2118,-0.10355817,0.07948051,0
0.0929,0.1218,0.1604,0.1646,0.1831,0.187,0.1954,0.1908,0.1885,0.1355,0.234,0.2118,-0.086560346,0.07371974,0
0.0929,0.0973,0.1222,0.1262,0.1638,0.1642,0.1682,0.1636,0.1772,0.1355,0.219,0.1897,-0.14485654,0.12905449,0
0.0929,0.0905,0.1164,0.1188,0.1638,0.1642,0.1682,0.152,0.1772,0.1355,0.219,0.1897,-0.13263783,0.12259969,0
0.0735,0.0905,0.1164,0.1188,0.1288,0.1375,0.1421,0.152,0.1513,0.1297,0.1834,0.1465,-0.13263783,0.12259969,0
0.0735,0.0818,0.1148,0.1156,0.1288,0.1375,0.1421,0.1504,0.1513,0.1297,0.1834,0.1465,-0.1342383,0.13082707,0
0.0735,0.0789,0.1118,0.1124,0.1269,0.1338,0.1439,0.149,0.1431,0.1297,0.1715,0.1328,-0.14263804,0.1400153,0
0.0735,0.0755,0.102,0.1036,0.1269,0.1338,0.1439,0.1462,0.1431,0.1297,0.1715,0.1328,-0.1780822,0.17053641,0
0.0735,0.0562,0.0749,0.0778,0.0915,0.1187,0.1271,0.1496,0.144,0.1297,0.1679,0.1185,-0.3327394,0.31574318,0
0.0735,0.0459,0.0558,0.0607,0.0915,0.1187,0.1271,0.1388,0.144,0.1297,0.1679,0.1185,-0.42651594,0.3914787,0
0.0401,0.0423,0.0571,0.0612,0.0902,0.1229,0.1306,0.1418,0.1506,0.1195,0.1765,0.1228,-0.42584214,0.39704433,0
0.0401,0.0479,0.0639,0.0707,0.0902,0.1229,0.1306,0.152,0.1506,0.1195,0.1765,0.1228,-0.40805927,0.36506513,0
0.0401,0.0507,0.0616,0.0668,0.0858,0.1176,0.1279,0.146,0.1427,0.1195,0.1704,0.1225,-0.40655106,0.37218046,0
0.0401,0.0507,0.0616,0.0668,0.0858,0.1176,0.1279,0.146,0.1427,0.1195,0.1704,0.1225,-0.40655106,0.37218046,0
0.0401,0.0466,0.0615,0.0636,0.0818,0.103,0.1144,0.1346,0.1221,0.1195,0.1525,0.1066,-0.37276897,0.35822397,0
0.0585,0.0808,0.111,0.123,0.1522,0.2079,0.2281,0.2544,0.2412,0.2096,0.2548,0.1916,-0.39244667,0.3481717,0
0.0585,0.0785,0.112,0.1186,0.1658,0.2221,0.242,0.2732,0.2629,0.2096,0.2702,0.2015,-0.4184839,0.39458907,0
0.0585,0.0785,0.112,0.1186,0.1658,0.2221,0.242,0.2732,0.2629,0.2096,0.2702,0.2015,-0.4184839,0.39458907,0
0.0603,0.0771,0.1132,0.127,0.1686,0.2289,0.2518,0.2837,0.2694,0.2849,0.2725,0.1994,-0.42957923,0.38154367,0
0.0603,0.0825,0.12,0.1346,0.1686,0.2289,0.2518,0.2847,0.2694,0.2849,0.2725,0.1994,-0.40696815,0.3579776,0
0.0603,0.0754,0.1122,0.1164,0.1627,0.226,0.2517,0.2906,0.2611,0.2849,0.267,0.1923,-0.4428997,0.4280098,0
0.0603,0.0749,0.108,0.11,0.1627,0.226,0.2517,0.2994,0.2611,0.2849,0.267,0.1923,-0.46980855,0.46262825,0
0.0603,0.0853,0.1192,0.139,0.1723,0.233,0.251,0.2874,0.2698,0.2849,0.2859,0.2079,-0.41367438,0.34803003,0
0.0603,0.0861,0.1224,0.1294,0.1723,0.233,0.251,0.2979,0.2698,0.2849,0.2859,0.2079,-0.41755888,0.39433652,0
0.054,0.0797,0.1124,0.1216,0.1526,0.2305,0.2543,0.2705,0.2722,0.2878,0.2774,0.1936,-0.41290155,0.37975007,0
0.054,0.0715,0.1013,0.1094,0.1526,0.2305,0.2543,0.2776,0.2722,0.2878,0.2774,0.1936,-0.46529424,0.43462533,0
0.054,0.0715,0.1013,0.1094,0.1306,0.2192,0.2521,0.2776,0.2716,0.2878,0.2564,0.165,-0.46529424,0.43462533,0
0.054,0.0654,0.0933,0.092,0.1306,0.2192,0.2521,0.2814,0.2716,0.2878,0.2564,0.165,-0.5020016,0.5072308,0
0.054,0.0613,0.0861,0.0846,0.1264,0.2078,0.2392,0.274,0.2596,0.2878,0.2431,0.1544,-0.5217995,0.52816504,0
0.054,0.0588,0.0863,0.0855,0.1264,0.2078,0.2392,0.2624,0.2596,0.2878,0.2431,0.1544,-0.50501865,0.5084794,0
0.0484,0.0542,0.081,0.0815,0.1264,0.2078,0.2392,0.2553,0.2596,0.268,0.2431,0.1544,-0.51828724,0.51603323,0
0.0484,0.0598,0.0807,0.0804,0.1264,0.2078,0.2392,0.259,0.2596,0.268,0.2431,0.1544,-0.52487487,0.52622277,0
0.0484,0.0553,0.0801,0.0774,0.1241,0.202,0.2338,0.2608,0.2578,0.268,0.2332,0.1483,-0.5300675,0.5422827,0
0.0484,0.054,0.0807,0.0836,0.1241,0.202,0.2338,0.2493,0.2578,0.268,0.2332,0.1483,-0.5109091,0.49774706,0
0.0484,0.0596,0.0818,0.0844,0.1247,0.1981,0.2217,0.2352,0.2467,0.268,0.2357,0.1605,-0.4839117,0.47183982,0
0.0484,0.0596,0.0818,0.0844,0.1247,0.1981,0.2217,0.2352,0.2467,0.268,0.2357,0.1605,-0.4839117,0.47183982,0
0.0441,0.0769,0.0968,0.114,0.1406,0.1901,0.2043,0.2268,0.2188,0.2194,0.2217,0.1659,-0.40173054,0.3309859,0
0.0441,0.1016,0.1284,0.1324,0.1406,0.1901,0.2043,0.2229,0.2188,0.2194,0.2217,0.1659,-0.26900086,0.2547143,0
0.0441,0.0653,0.0933,0.0949,0.1122,0.1696,0.1971,0.225,0.1952,0.2194,0.1857,0.1307,-0.4137606,0.40668958,0
0.0441,0.0468,0.0753,0.0693,0.1122,0.1696,0.1971,0.246,0.1952,0.2194,0.1857,0.1307,-0.5312792,0.56041867,0
0.0441,0.0418,0.0695,0.057,0.0823,0.174,0.194,0.2128,0.2105,0.2194,0.1577,0.1047,-0.507616,0.57746476,0
0.0441,0.0341,0.0491,0.0412,0.0823,0.174,0.194,0.1567,0.2105,0.2194,0.1577,0.1047,-0.5228377,0.5836281,0
0.049,0.0375,0.0501,0.0466,0.0946,0.15,0.1714,0.1802,0.1935,0.2141,0.1663,0.1034,-0.5649153,0.58906525,0
0.049,0.0488,0.072,0.0644,0.0946,0.15,0.1714,0.2096,0.1935,0.2141,0.1663,0.1034,-0.48863637,0.529927,0
0.049,0.0488,0.072,0.0644,0.0963,0.1515,0.1731,0.2096,0.1804,0.2141,0.1551,0.1118,-0.48863637,0.529927,0
0.049,0.0449,0.0634,0.0675,0.0963,0.1515,0.1731,0.17,0.1804,0.2141,0.1551,0.1118,-0.45672664,0.43157893,0
0.049,0.0579,0.0755,0.0726,0.1119,0.1309,0.1382,0.138,0.1505,0.2141,0.1526,0.1277,-0.29274005,0.3105413,0
0.049,0.0763,0.0928,0.1042,0.1119,0.1309,0.1382,0.1488,0.1505,0.2141,0.1526,0.1277,-0.23178808,0.1762846,0
0.0538,0.0955,0.1102,0.122,0.1119,0.1309,0.1382,0.1454,0.1505,0.1312,0.1526,0.1277,-0.13771518,0.08750935,0
0.0538,0.1004,0.1188,0.132,0.1119,0.1309,0.1382,0.1696,0.1505,0.1312,0.1526,0.1277,-0.17614423,0.12466843,0
0.0538,0.0987,0.1218,0.1322,0.1408,0.1593,0.1696,0.1961,0.1771,0.1312,0.187,0.1568,-0.2337213,0.19463903,0
0.0538,0.073,0.098,0.1005,0.1408,0.1593,0.1696,0.2095,0.1771,0.1312,0.187,0.1568,-0.36260164,0.3516129,0
0.0538,0.0541,0.0782,0.0753,0.1265,0.1828,0.1977,0.211,0.2099,0.1312,0.1866,0.1493,-0.4591978,0.47397834,0
0.0538,0.0541,0.0782,0.0753,0.1265,0.1828,0.1977,0.211,0.2099,0.1312,0.1866,0.1493,-0.4591978,0.47397834,0
0.0482,0.0549,0.0739,0.0651,0.0957,0.1637,0.1784,0.187,0.2,0.1688,0.1636,0.1091,-0.43349946,0.4835383,0
0.0482,0.0477,0.0687,0.063,0.0957,0.1637,0.1784,0.1657,0.2,0.1688,0.1636,0.1091,-0.41382253,0.4490599,0
0.0482,0.0541,0.0759,0.0719,0.0991,0.1565,0.1784,0.1904,0.1873,0.1688,0.1572,0.1109,-0.42996618,0.45177278,0
0.0482,0.0439,0.0671,0.057,0.0991,0.1565,0.1784,0.1734,0.1873,0.1688,0.1572,0.1109,-0.44199583,0.5052083,0
0.0482,0.0402,0.0559,0.0452,0.086,0.1556,0.1805,0.1836,0.19,0.1688,0.1527,0.1,-0.5331941,0.60489506,0
0.0482,0.0396,0.0553,0.0514,0.086,0.1556,0.1805,0.1845,0.19,0.1688,0.1527,0.1,-0.5387823,0.56422216,0
0.0359,0.0348,0.0583,0.0464,0.0826,0.1511,0.1698,0.189,0.1886,0.1932,0.1426,0.0886,-0.5285079,0.6057774,0
0.1062,0.1242,0.1526,0.164,0.1755,0.1764,0.182,0.1918,0.1792,0.1944,0.2143,0.1888,-0.11382112,0.07813376,0
0.1062,0.1282,0.1548,0.167,0.1846,0.1832,0.1896,0.1962,0.1925,0.1944,0.2365,0.2091,-0.11794872,0.08039648,0
0.1062,0.133,0.161,0.172,0.1846,0.1832,0.1896,0.2068,0.1925,0.1944,0.2365,0.2091,-0.1245242,0.09186904,0
0.1022,0.133,0.161,0.172,0.198,0.1969,0.2074,0.2068,0.2073,0.1778,0.2598,0.2385,-0.1245242,0.09186904,0
0.1022,0.1366,0.1666,0.1812,0.198,0.1969,0.2074,0.2198,0.2073,0.1778,0.2598,0.2385,-0.13768114,0.09625935,0
0.1022,0.1422,0.175,0.1872,0.2077,0.2081,0.2151,0.2266,0.217,0.1778,0.2692,0.2511,-0.12848608,0.095215105,0
0.1022,0.1384,0.1748,0.1842,0.2077,0.2081,0.2151,0.2262,0.217,0.1778,0.2692,0.2511,-0.12817957,0.10233917,0
0.1022,0.13,0.1608,0.171,0.1902,0.1888,0.1951,0.2084,0.1979,0.1778,0.246,0.223,-0.12892741,0.09857668,0
0.1022,0.1218,0.1526,0.1612,0.1902,0.1888,0.1951,0.194,0.1979,0.1778,0.246,0.223,-0.11944605,0.092342354,0
0.0929,0.1198,0.152,0.1594,0.171,0.1724,0.1794,0.191,0.1846,0.1355,0.2192,0.192,-0.11370264,0.09018265,0
0.0929,0.1196,0.1482,0.1594,0.171,0.1724,0.1794,0.188,0.1846,0.1355,0.2192,0.192,-0.11838188,0.08232583,0
0.0929,0.1242,0.1476,0.1598,0.1701,0.1723,0.1794,0.1856,0.1837,0.1355,0.2133,0.1849,-0.11404563,0.07469602,0
0.0929,0.1242,0.1476,0.1598,0.1701,0.1723,0.1794,0.1856,0.1837,0.1355,0.2133,0.1849,-0.11404563,0.07469602,0
0.0929,0.1214,0.1468,0.1566,0.1649,0.1687,0.1738,0.1844,0.1789,0.1355,0.2153,0.1815,-0.1135266,0.08152495,0
0.0929,0.1154,0.143,0.1526,0.1649,0.1687,0.1738,0.181,0.1789,0.1355,0.2153,0.1815,-0.11728391,0.08513186,0
0.0929,0.1092,0.14,0.1478,0.1831,0.187,0.1954,0.1786,0.1885,0.1355,0.234,0.2118,-0.121155046,0.09436274,0
0.0929,0.1106,0.1426,0.1482,0.1831,0.187,0.1954,0.1888,0.1885,0.1355,0.234,0.2118,-0.13940859,0.12047478,0
0.0929,0.107,0.1432,0.1534,0.1831,0.187,0.1954,0.188,0.1885,0.1355,0.234,0.2118,-0.1352657,0.101347364,0
0.0929,0.1114,0.1422,0.1526,0.1831,0.187,0.1954,0.1824,0.1885,0.1355,0.234,0.2118,-0.123844765,0.088955216,0
0.0929,0.092,0.114,0.1174,0.1638,0.1642,0.1682,0.1614,0.1772,0.1355,0.219,0.1897,-0.1721133,0.15781926,0
0.0929,0.0736,0.1026,0.1058,0.1638,0.1642,0.1682,0.1448,0.1772,0.1355,0.219,0.1897,-0.170574,0.1556265,0
0.0735,0.0736,0.1026,0.1058,0.1288,0.1375,0.1421,0.1448,0.1513,0.1297,0.1834,0.1465,-0.170574,0.1556265,0
0.0735,0.0799,0.1078,0.113,0.1288,0.1375,0.1421,0.1448,0.1513,0.1297,0.1834,0.1465,-0.14647667,0.12335147,0
0.0735,0.0799,0.1146,0.1162,0.1269,0.1338,0.1439,0.1488,0.1431,0.1297,0.1715,0.1328,-0.12984054,0.12301887,0
0.0735,0.0786,0.105,0.109,0.1269,0.1338,0.1439,0.148,0.1431,0.1297,0.1715,0.1328,-0.1699605,0.151751,0
0.0735,0.0578,0.0744,0.0789,0.0915,0.1187,0.1271,0.1418,0.144,0.1297,0.1679,0.1185,-0.3117484,0.28500226,0
0.0735,0.0464,0.0584,0.0591,0.0915,0.1187,0.1271,0.1372,0.144,0.1297,0.1679,0.1185,-0.40286297,0.39786044,0
0.0401,0.0428,0.0587,0.0625,0.0902,0.1229,0.1306,0.1438,0.1506,0.1195,0.1765,0.1228,-0.42024693,0.3940863,0
0.0401,0.0485,0.0616,0.0703,0.0902,0.1229,0.1306,0.1506,0.1506,0.1195,0.1765,0.1228,-0.41941565,0.3635129,0
0.0401,0.0492,0.0608,0.0683,0.0858,0.1176,0.1279,0.1446,0.1427,0.1195,0.1704,0.1225,-0.40798444,0.35838422,0
0.0401,0.0492,0.0608,0.0683,0.0858,0.1176,0.1279,0.1446,0.1427,0.1195,0.1704,0.1225,-0.40798444,0.35838422,0
0.0401,0.0471,0.0587,0.0645,0.0818,0.103,0.1144,0.1394,0.1221,0.1195,0.1525,0.1066,-0.40737003,0.36733696,0
0.0583,0.0797,0.1056,0.114,0.1543,0.2013,0.2171,0.2492,0.2292,0.1827,0.2422,0.1898,-0.40473506,0.3722467,0
0.0583,0.0843,0.1108,0.127,0.1543,0.2013,0.2171,0.2498,0.2292,0.1827,0.2422,0.1898,-0.38546866,0.3259023,0
0.0583,0.081,0.112,0.1234,0.157,0.1968,0.2182,0.2655,0.231,0.1827,0.2455,0.1864,-0.40662253,0.36538956,0
0.0583,0.081,0.112,0.1234,0.157,0.1968,0.2182,0.2655,0.231,0.1827,0.2455,0.1864,-0.40662253,0.36538956,0
0.0624,0.0772,0.1104,0.1222,0.1253,0.1866,0.2021,0.2771,0.2176,0.2368,0.2207,0.1666,-0.43019354,0.38792887,0
0.0624,0.0812,0.1136,0.1214,0.1253,0.1866,0.2021,0.2689,0.2176,0.2368,0.2207,0.1666,-0.40601307,0.37791443,0
0.0624,0.0776,0.1102,0.1138,0.1267,0.177,0.1838,0.2818,0.2049,0.2368,0.2227,0.1624,-0.4377551,0.4246714,0
0.0624,0.0732,0.1042,0.1112,0.1267,0.177,0.1838,0.2665,0.2049,0.2368,0.2227,0.1624,-0.43782035,0.4111729,0
0.0624,0.0894,0.1194,0.1372,0.1738,0.2232,0.2363,0.2486,0.2428,0.2368,0.2687,0.2162,-0.35108697,0.28875068,0
0.0624,0.1056,0.1394,0.162,0.1738,0.2232,0.2363,0.257,0.2428,0.2368,0.2687,0.2162,-0.29667002,0.2267303,0
0.0586,0.086,0.1216,0.1362,0.1663,0.232,0.2478,0.2688,0.2699,0.2634,0.2839,0.2082,-0.37704915,0.32740742,0
0.0586,0.0781,0.1132,0.117,0.1663,0.232,0.2478,0.2724,0.2699,0.2634,0.2839,0.2082,-0.41286305,0.39907548,0
0.0586,0.0781,0.1132,0.117,0.1428,0.2292,0.2537,0.2724,0.2761,0.2634,0.2648,0.1744,-0.41286305,0.39907548,0
0.0586,0.0698,0.0988,0.1004,0.1428,0.2292,0.2537,0.2762,0.2761,0.2634,0.2648,0.1744,-0.47306666,0.4668083,0
0.0586,0.067,0.0909,0.0935,0.1304,0.2069,0.2338,0.2776,0.2559,0.2634,0.2481,0.1606,-0.5066486,0.49609268,0
0.0586,0.0645,0.0902,0.0902,0.1304,0.2069,0.2338,0.268,0.2559,0.2634,0.2481,0.1606,-0.49637076,0.49637076,0
0.0527,0.0596,0.0855,0.0872,0.1304,0.2069,0.2338,0.2566,0.2559,0.2476,0.2481,0.1606,-0.50014615,0.49272832,0
0.0527,0.0597,0.0794,0.0825,0.1304,0.2069,0.2338,0.2488,0.2559,0.2476,0.2481,0.1606,-0.5161487,0.50196195,0
0.0527,0.059,0.0814,0.0799,0.1198,0.1958,0.2214,0.2552,0.2442,0.2476,0.2294,0.1486,-0.5163399,0.52312744,0
0.0527,0.0533,0.0791,0.0826,0.1198,0.1958,0.2214,0.2452,0.2442,0.2476,0.2294,0.1486,-0.5121801,0.49603418,0
0.0527,0.0752,0.0953,0.0947,0.126,0.1956,0.2133,0.2276,0.2322,0.2476,0.2279,0.1631,-0.40972438,0.41234872,0
0.0527,0.0752,0.0953,0.0947,0.126,0.1956,0.2133,0.2276,0.2322,0.2476,0.2279,0.1631,-0.40972438,0.41234872,0
0.0477,0.0926,0.1164,0.1322,0.145,0.1936,0.2094,0.228,0.2278,0.1914,0.2348,0.1814,-0.3240418,0.26596335,0
0.0477,0.0898,0.1162,0.121,0.145,0.1936,0.2094,0.222,0.2278,0.1914,0.2348,0.1814,-0.31283265,0.29446065,0
0.0477,0.0689,0.0927,0.0995,0.1201,0.1711,0.189,0.2338,0.2057,0.1914,0.2009,0.1442,-0.43215927,0.40294027,0
0.0477,0.0565,0.0798,0.0765,0.1201,0.1711,0.189,0.2346,0.2057,0.1914,0.2009,0.1442,-0.4923664,0.5081967,0
0.0477,0.0465,0.0658,0.0588,0.0869,0.1598,0.1751,0.201,0.1941,0.1914,0.1558,0.1059,-0.5067466,0.5473441,0
0.0477,0.0319,0.044,0.0405,0.0869,0.1598,0.1751,0.152,0.1941,0.1914,0.1558,0.1059,-0.5510204,0.5792208,0
0.0569,0.0406,0.0554,0.0488,0.0926,0.1355,0.1516,0.1886,0.1767,0.1352,0.154,0.1035,-0.54590166,0.5888795,0
0.0569,0.0466,0.0623,0.0584,0.0926,0.1355,0.1516,0.1758,0.1767,0.1352,0.154,0.1035,-0.47669044,0.50128096,0
0.0569,0.0466,0.0623,0.0584,0.11,0.1377,0.149,0.1758,0.1536,0.1352,0.1556,0.1249,-0.47669044,0.50128096,0
0.0569,0.0485,0.0603,0.0744,0.11,0.1377,0.149,0.1486,0.1536,0.1352,0.1556,0.1249,-0.42269027,0.33273542,0
0.0569,0.0796,0.0926,0.1018,0.1309,0.1439,0.1475,0.1376,0.1575,0.1352,0.1686,0.145,-0.1954822,0.14954053,0
0.0569,0.083,0.1007,0.1122,0.1309,0.1439,0.1475,0.1474,0.1575,0.1352,0.1686,0.145,-0.18823057,0.13559325,0
0.0527,0.0976,0.1152,0.1206,0.1309,0.1439,0.1475,0.1548,0.1575,0.1572,0.1686,0.145,-0.14666666,0.124183,0
0.0527,0.0846,0.1094,0.1246,0.1309,0.1439,0.1475,0.1788,0.1575,0.1572,0.1686,0.145,-0.24080501,0.17864206,0
0.0527,0.0822,0.112,0.1162,0.1363,0.1726,0.1847,0.21,0.2034,0.1572,0.2013,0.1608,-0.30434778,0.28755364,0
0.0527,0.0708,0.0918,0.0907,0.1363,0.1726,0.1847,0.2118,0.2034,0.1572,0.2013,0.1608,-0.3952569,0.40033057,0
0.0527,0.0607,0.0839,0.0818,0.1245,0.1936,0.2085,0.199,0.2182,0.1572,0.1837,0.1431,-0.40685755,0.41737893,0
0.0527,0.0607,0.0839,0.0818,0.1245,0.1936,0.2085,0.199,0.2182,0.1572,0.1837,0.1431,-0.40685755,0.41737893,0
0.0401,0.0595,0.0839,0.0745,0.1103,0.1833,0.2005,0.198,0.214,0.2027,0.166,0.1105,-0.40475348,0.453211,0
0.0401,0.0525,0.0757,0.065,0.1103,0.1833,0.2005,0.1964,0.214,0.2027,0.166,0.1105,-0.44358692,0.5026779,0
0.0401,0.0505,0.0722,0.0631,0.0926,0.1773,0.1995,0.2042,0.2097,0.2027,0.1529,0.0987,-0.47756875,0.5278713,0
0.0401,0.0418,0.0628,0.0497,0.0926,0.1773,0.1995,0.2018,0.2097,0.2027,0.1529,0.0987,-0.52532125,0.6047714,0
0.0401,0.0356,0.0515,0.0406,0.0758,0.1522,0.1764,0.1776,0.1962,0.2027,0.1384,0.0837,-0.5504147,0.6278643,0
0.0401,0.0354,0.0498,0.0419,0.0758,0.1522,0.1764,0.1716,0.1962,0.2027,0.1384,0.0837,-0.5501355,0.6074941,0
0.0907,0.1276,0.159,0.1724,0.1838,0.1793,0.1873,0.1958,0.1817,0.1812,0.2246,0.2002,-0.10372044,0.06355244,0
0.0907,0.1298,0.1598,0.1696,0.1954,0.1932,0.1998,0.2028,0.2008,0.1812,0.2537,0.2289,-0.11858801,0.08915148,0
0.0907,0.1298,0.1598,0.1696,0.1954,0.1932,0.1998,0.2028,0.2008,0.1812,0.2537,0.2289,-0.11858801,0.08915148,0
0.0832,0.1378,0.1626,0.1752,0.2036,0.2051,0.2094,0.211,0.2162,0.1352,0.2691,0.2524,-0.12955032,0.092698075,0
0.0832,0.1416,0.1726,0.1836,0.2036,0.2051,0.2094,0.2234,0.2162,0.1352,0.2691,0.2524,-0.12828282,0.09778871,0
0.0832,0.1432,0.1782,0.1886,0.2065,0.2056,0.2115,0.2254,0.2184,0.1352,0.2706,0.2516,-0.11694746,0.08888888,0
0.0832,0.1384,0.1758,0.186,0.2065,0.2056,0.2115,0.2254,0.2184,0.1352,0.2706,0.2516,-0.12362912,0.09577053,0
0.0832,0.1296,0.1638,0.1714,0.1819,0.1823,0.1889,0.2094,0.1918,0.1352,0.2375,0.2141,-0.12218649,0.099789925,0
0.0832,0.121,0.1504,0.1586,0.1819,0.1823,0.1889,0.1916,0.1918,0.1352,0.2375,0.2141,-0.12046783,0.094231844,0
0.0703,0.1202,0.1452,0.1516,0.1633,0.1672,0.1734,0.184,0.1779,0.0999,0.2082,0.1795,-0.11786149,0.09654349,0
0.0703,0.119,0.1466,0.1536,0.1633,0.1672,0.1734,0.1822,0.1779,0.0999,0.2082,0.1795,-0.10827253,0.08516972,0
0.0703,0.1208,0.145,0.1534,0.1607,0.1667,0.1681,0.1804,0.1731,0.0999,0.1988,0.1706,-0.10878919,0.080886744,0
0.0703,0.1208,0.145,0.1534,0.1607,0.1667,0.1681,0.1804,0.1731,0.0999,0.1988,0.1706,-0.10878919,0.080886744,0
0.0703,0.1136,0.1438,0.1538,0.1523,0.1531,0.1608,0.1794,0.167,0.0999,0.194,0.158,-0.11014849,0.07683074,0
0.0703,0.1134,0.139,0.1474,0.1523,0.1531,0.1608,0.1718,0.167,0.0999,0.194,0.158,-0.10553412,0.07644109,0
0.0703,0.1028,0.1342,0.1388,0.1523,0.1531,0.1608,0.166,0.167,0.0999,0.194,0.158,-0.10592934,0.089238845,0
0.0703,0.0991,0.1366,0.1396,0.1523,0.1531,0.1608,0.1806,0.167,0.0999,0.194,0.158,-0.13871375,0.12804501,0
0.0703,0.0987,0.1366,0.1412,0.1555,0.1606,0.1661,0.1788,0.177,0.0999,0.2097,0.1795,-0.13379835,0.117499985,0
0.0703,0.1068,0.1368,0.1418,0.1555,0.1606,0.1661,0.175,0.177,0.0999,0.2097,0.1795,-0.122514404,0.10479797,0
0.0703,0.0871,0.1202,0.1172,0.148,0.1508,0.1547,0.1554,0.1603,0.0999,0.1996,0.1616,-0.12772131,0.14013202,0
0.0703,0.078,0.1046,0.1082,0.148,0.1508,0.1547,0.1488,0.1603,0.0999,0.1996,0.1616,-0.17442779,0.15797666,0
0.0584,0.078,0.1046,0.1082,0.1271,0.1367,0.1424,0.1488,0.1452,0.0997,0.178,0.142,-0.17442779,0.15797666,0
0.0584,0.0836,0.111,0.1158,0.1271,0.1367,0.1424,0.1496,0.1452,0.0997,0.178,0.142,-0.14811972,0.12735493,0
0.0584,0.0843,0.1184,0.1172,0.1276,0.138,0.1457,0.1504,0.1418,0.0997,0.1691,0.1327,-0.11904761,0.12406576,0
0.0584,0.0788,0.1086,0.1088,0.1276,0.138,0.1457,0.15,0.1418,0.0997,0.1691,0.1327,-0.16009283,0.1591963,0
0.0584,0.058,0.0772,0.0778,0.0937,0.118,0.132,0.1426,0.1439,0.0997,0.1665,0.1191,-0.2975432,0.2940109,0
0.0584,0.0455,0.061,0.062,0.0937,0.118,0.132,0.1418,0.1439,0.0997,0.1665,0.1191,-0.3984221,0.39156038,0
0.0412,0.0443,0.0592,0.0623,0.0885,0.1238,0.1339,0.1506,0.1483,0.1254,0.1781,0.1259,-0.435653,0.4147487,0
0.0412,0.0466,0.0594,0.0708,0.0885,0.1238,0.1339,0.1508,0.1483,0.1254,0.1781,0.1259,-0.434824,0.36101085,0
0.0412,0.0465,0.062,0.0683,0.0868,0.1166,0.1288,0.145,0.1451,0.1254,0.1771,0.1259,-0.40096617,0.3595874,0
0.0412,0.0465,0.062,0.0683,0.0868,0.1166,0.1288,0.145,0.1451,0.1254,0.1771,0.1259,-0.40096617,0.3595874,0
0.0412,0.0457,0.0607,0.064,0.0838,0.1069,0.1192,0.1434,0.1323,0.1254,0.1562,0.1098,-0.40519354,0.3828351,0
0.0583,0.0777,0.1076,0.1168,0.1543,0.2013,0.2171,0.2416,0.2292,0.1827,0.2422,0.1898,-0.38373426,0.3482143,0
0.0583,0.0746,0.1044,0.1138,0.1543,0.2013,0.2171,0.2446,0.2292,0.1827,0.2422,0.1898,-0.40171918,0.36495537,0
0.0583,0.0746,0.1044,0.1138,0.157,0.1968,0.2182,0.2446,0.231,0.1827,0.2455,0.1864,-0.40171918,0.36495537,0
0.0583,0.076,0.1032,0.112,0.157,0.1968,0.2182,0.2598,0.231,0.1827,0.2455,0.1864,-0.43140492,0.39752552,0
0.0624,0.0717,0.1042,0.1122,0.1253,0.1866,0.2021,0.2644,0.2176,0.2368,0.2207,0.1666,-0.4346175,0.40414235,0
0.0624,0.0623,0.0816,0.0915,0.1253,0.1866,0.2021,0.1952,0.2176,0.2368,0.2207,0.1666,-0.4104046,0.3617021,0
0.0624,0.0602,0.0822,0.0935,0.1267,0.177,0.1838,0.2042,0.2049,0.2368,0.2227,0.1624,-0.42597765,0.37185085,0
0.0624,0.0692,0.0912,0.0999,0.1267,0.177,0.1838,0.2026,0.2049,0.2368,0.2227,0.1624,-0.3791695,0.33950415,0
