Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	PISI	NDVI	NDBI	NDWI
103.5	40.5	77.86924924961137	29.82528104992501	0.0878	0.0979	0.1086	0.1288	0.1293	0.1286	0.1421	0.1668	0.1502	0.1603	0.192	0.1777	0.059539877	0.1285521	0.0702341	-0.211329
104.5	40.5	77.86934148930615	29.82528104992501	0.0878	0.0916	0.1134	0.1238	0.1342	0.1491	0.1537	0.176	0.1641	0.1603	0.1902	0.1742	0.04910272	0.17411606	0.03877663	-0.21630962
89.5	41.5	77.8679578938845	29.825188810230234	0.0879	0.0718	0.0832	0.0896	0.1036	0.1348	0.1474	0.1207	0.1548	0.1703	0.1573	0.1454	0.06459711	0.147884	0.13165465	-0.1839137
90.5	41.5	77.86805013357927	29.825188810230234	0.0879	0.0718	0.0832	0.0896	0.1036	0.1348	0.1474	0.1207	0.1548	0.1703	0.1573	0.1454	0.06459711	0.147884	0.13165465	-0.1839137
91.5	41.5	77.86814237327405	29.825188810230234	0.0879	0.0789	0.0853	0.0957	0.12	0.1357	0.128	0.1188	0.1517	0.1703	0.1796	0.1629	0.07150308	0.10769229	0.20375335	-0.16413523
92.5	41.5	77.86823461296883	29.825188810230234	0.0879	0.0853	0.1017	0.115	0.12	0.1357	0.128	0.1462	0.1517	0.1703	0.1796	0.1629	0.061032057	0.11944869	0.102516875	-0.17950787
93.5	41.5	77.8683268526636	29.825188810230234	0.0878	0.0792	0.105	0.1142	0.1438	0.156	0.1715	0.1964	0.1755	0.1558	0.2025	0.184	0.027245238	0.26464906	0.01529205	-0.3032515
94.5	41.5	77.86841909235838	29.825188810230234	0.0878	0.1176	0.1258	0.1426	0.1438	0.156	0.1715	0.2018	0.1755	0.1558	0.2025	0.184	0.05560562	0.17189315	0.00173138	-0.23199025
95.5	41.5	77.86851133205316	29.825188810230234	0.0878	0.1034	0.1236	0.1258	0.1215	0.1419	0.141	0.166	0.1538	0.1558	0.1805	0.1724	0.06450428	0.13776559	0.04184706	-0.14640883
96.5	41.5	77.86860357174794	29.825188810230234	0.0878	0.096	0.1096	0.1184	0.1215	0.1419	0.141	0.1543	0.1538	0.1558	0.1805	0.1724	0.065152146	0.13164651	0.07825566	-0.16938235
97.5	41.5	77.8686958114427	29.825188810230234	0.0878	0.0836	0.1082	0.1116	0.126	0.1381	0.14	0.1462	0.1514	0.1558	0.1719	0.1646	0.05963942	0.13421258	0.08079221	-0.14937107
