Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	NDVI	NDBI	NDWI
111.5	57.5	78.09560546059285	29.90128655842083	0.0824	0.0887	0.0987	0.1098	0.1357	0.1431	0.1507	0.1387	0.1514	0.143	0.1792	0.1619	0.11629775	0.12739857	-0.16849196
112.5	57.5	78.09569770028763	29.90128655842083	0.0824	0.104	0.114	0.1308	0.1357	0.14	0.1465	0.1578	0.1575	0.143	0.1769	0.1551	0.09355513	0.057066016	-0.1611479
113.5	57.5	78.0957899399824	29.90128655842083	0.0824	0.1068	0.1242	0.1344	0.1357	0.14	0.1465	0.1666	0.1575	0.143	0.1769	0.1551	0.10697677	0.029985432	-0.14580469
108.5	58.5	78.09532874150852	29.901194318726052	0.0824	0.1019	0.131	0.1412	0.1408	0.147	0.1511	0.1766	0.1709	0.143	0.1928	0.1649	0.11139078	0.04385492	-0.14824447
109.5	58.5	78.09542098120329	29.901194318726052	0.0824	0.0973	0.1114	0.127	0.1408	0.147	0.1511	0.1554	0.1709	0.143	0.1928	0.1649	0.100566536	0.10740956	-0.16491751
110.5	58.5	78.09551322089807	29.901194318726052	0.0824	0.1094	0.1268	0.1368	0.1357	0.1431	0.1507	0.1561	0.1514	0.143	0.1792	0.1619	0.06589279	0.06889349	-0.10357018
111.5	58.5	78.09560546059285	29.901194318726052	0.0824	0.1032	0.122	0.1314	0.1357	0.1431	0.1507	0.1726	0.1514	0.143	0.1792	0.1619	0.1355263	0.018760638	-0.17175831
112.5	58.5	78.09569770028763	29.901194318726052	0.0824	0.0868	0.1023	0.115	0.1357	0.14	0.1465	0.1526	0.1575	0.143	0.1769	0.1551	0.14050823	0.07374808	-0.1973323
113.5	58.5	78.0957899399824	29.901194318726052	0.0824	0.0841	0.099	0.106	0.1357	0.14	0.1465	0.1569	0.1575	0.143	0.1769	0.1551	0.19360976	0.059916105	-0.22626027
109.5	59.5	78.09542098120329	29.901102079031276	0.0824	0.0989	0.1136	0.1354	0.149	0.157	0.157	0.1682	0.1738	0.143	0.1946	0.1739	0.108036906	0.07276736	-0.19375443
110.5	59.5	78.09551322089807	29.901102079031276	0.0824	0.1178	0.1362	0.157	0.1459	0.1627	0.1594	0.187	0.1646	0.143	0.1884	0.1738	0.0872093	0.003729339	-0.15717825
111.5	59.5	78.09560546059285	29.901102079031276	0.0824	0.1188	0.1368	0.148	0.1459	0.1627	0.1594	0.1782	0.1646	0.143	0.1884	0.1738	0.09258125	0.027823223	-0.13142857
112.5	59.5	78.09569770028763	29.901102079031276	0.0824	0.0887	0.1058	0.1122	0.1324	0.1397	0.1443	0.1498	0.1621	0.143	0.1868	0.1623	0.14351146	0.10992276	-0.17214397
113.5	59.5	78.0957899399824	29.901102079031276	0.0824	0.086	0.0965	0.1116	0.1324	0.1397	0.1443	0.1526	0.1621	0.143	0.1868	0.1623	0.15518549	0.10076605	-0.22521077
111.5	60.5	78.09560546059285	29.9010098393365	0.0824	0.1158	0.1348	0.1382	0.1459	0.1627	0.1594	0.18	0.1646	0.143	0.1884	0.1738	0.13136394	0.022801284	-0.14358324
112.5	60.5	78.09569770028763	29.9010098393365	0.0824	0.0961	0.1132	0.126	0.1324	0.1397	0.1443	0.157	0.1621	0.143	0.1868	0.1623	0.10954064	0.0866783	-0.16210216
113.5	60.5	78.0957899399824	29.9010098393365	0.0824	0.1058	0.119	0.1282	0.1324	0.1397	0.1443	0.1588	0.1621	0.143	0.1868	0.1623	0.10662025	0.08101851	-0.14326854
113.5	61.5	78.0957899399824	29.900917599641723	0.0824	0.094	0.1086	0.12	0.1242	0.163	0.1715	0.1532	0.1899	0.143	0.1871	0.1521	0.12152271	0.099617966	-0.17035906
